title;rating_x;ratingLevel;release year;user rating score;ageGroup;director;cast;country;date_added;release_year_x;duration;listed_in;imdb_score;imdb_votes;budget;genres;popularity;production_companies;release_date;revenue;runtime_y;type
slam;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Andrea Molaioli;Ludovico Tersigni, Jasmine Trinca, Luca Marinelli, Barbara Ramella, Gianluca Broccatelli, Pietro Ragusa, Fiorenza Tessari;Italy;April 15, 2017;2017.0;99 min;Comedies, Dramas, International Movies;6.1;1308.0;0;['Comedy'];5.372696;['Indigo Film', 'Rai Cinema'];2016-11-20;0.0;100.0;Movie
the waterboy;PG-13;language and some crude sexual humor;1998;82.0;Teen;Frank Coraci;Adam Sandler, Kathy Bates, Henry Winkler, Fairuza Balk, Jerry Reed, Lawrence Gilliard Jr., Blake Clark, Peter Dante, Jonathan Loughran, Al Whiting;United States;March 8, 2017;1998.0;90 min;Comedies, Sports Movies;;;23000000;['Comedy'];9.461823;['Touchstone Pictures'];1998-11-06;185991646.0;90.0;Movie
10 things i hate about you;PG-13;adult content, adult language and mild violence;1999;68.0;Teen;;;;;;;;;;16000000;['Comedy', 'Romance', 'Drama'];12.069966;['Mad Chance', 'Jaret Entertainment', 'Touchstone Pictures'];1999-03-30;53478166.0;97.0;
grease;PG;Parental guidance suggested. May not be suitable for children.;1978;86.0;Parental Guidance;Randal Kleiser;John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway, Barry Pearl, Michael Tucci, Kelly Ward, Didi Conn, Jamie Donnelly, Dinah Manoff, Eve Arden, Dody Goodman, Sid Caesar, Joan Blondell, Frankie Avalon;United States;November 1, 2019;1978.0;110 min;Classic Movies, Comedies, Music & Musicals;;;6000000;['Romance'];7.854899;['Paramount Pictures', 'Robert Stigwood Organization (RSO)'];1978-07-07;181813770.0;110.0;Movie
how to lose a guy in 10 days;PG-13;some sex-related material;2003;56.0;Teen;;;;;;;;;;50000000;['Comedy', 'Romance'];5.188107;['Paramount Pictures'];2003-02-07;177371441.0;116.0;
the benchwarmers;PG-13;crude and suggestive humor, and for language;2006;77.0;Teen;;;;;;;;;;0;['Comedy'];10.318021;['Columbia Pictures', 'Revolution Studios', 'Happy Madison Productions'];2006-04-07;0.0;80.0;
step up;PG-13;thematic elements, brief violence and innuendo;2006;64.0;Teen;;;;;;;;;;12000000;['Music', 'Drama', 'Romance', 'Crime'];14.21769;['Summit Entertainment', 'Offspring Entertainment', 'Touchstone Pictures', 'Eketahuna LLC'];2006-08-11;114194847.0;104.0;
high school musical 2;TV-G;Suitable for all ages.;2007;58.0;Family;;;;;;;;;;0;['Comedy', 'Drama', 'Family', 'Music'];6.529094;['Disney Channel'];2007-08-17;7000000.0;104.0;
twilight;PG-13;some violence and one sexual scene;2008;89.0;Teen;;;;;;;;;;0;['Drama', 'Crime', 'Mystery', 'Thriller'];9.468224;['Paramount Pictures', 'Scott Rudin Productions', 'Cinehaus'];1998-03-06;0.0;94.0;
twilight;PG-13;some violence and one sexual scene;2008;89.0;Teen;;;;;;;;;;37000000;['Adventure', 'Fantasy', 'Drama', 'Romance'];31.282029;['Summit Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Goldcrest Pictures', 'Temple Hill Entertainment', 'Twilight Productions'];2008-11-20;392616625.0;122.0;
coraline;PG;thematic elements, scary images, some language and suggestive humor;2009;95.0;Parental Guidance;Henry Selick;Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders, Dawn French, Keith David, Robert Bailey Jr., Ian McShane;United States;March 16, 2017;2009.0;101 min;Children & Family Movies;;;60000000;['Animation', 'Family'];16.639915;['Focus Features', 'Laika Entertainment'];2009-02-05;124596398.0;100.0;Movie
hannah montana: the movie;G;General Audiences. Suitable for all ages.;2009;56.0;Family;;;;;;;;;;35000000;['Comedy', 'Drama', 'Family', 'Music', 'Romance'];6.332878;"['Walt Disney Pictures', ""It's a Laugh Productions"", 'Millar Gough Ink']";2009-04-10;155545279.0;102.0;
friday night lights;TV-PG;Parental guidance suggested. May not be suitable for all children.;2010;81.0;Parental Guidance;;;;;;;;8.699999999999998;64449.0;30000000;['Drama'];13.041943;['Universal Studios', 'Imagine Entertainment', 'Friday Night Lights LLC', 'MDBF Filmgesellschaft mbH & Company KG'];2004-10-08;61255921.0;118.0;SHOW
starstruck;TV-G;Suitable for all ages.;2010;;Family;;;;;;;;;;0;['Comedy', 'Music', 'Romance'];0.039514;['The Australian Film Commission', 'Palm Beach Pictures'];1982-04-08;0.0;105.0;
starstruck;TV-G;Suitable for all ages.;2010;;Family;;;;;;;;;;0;['Comedy', 'Romance', 'TV Movie'];5.458241;['Disney Channel'];2010-02-14;0.0;90.0;
mean girls 2;PG-13;For some rude and suggestive material, and for language.;2011;;Teen;;;;;;;;4.1;23287.0;0;['Comedy'];7.515436;['Paramount Famous Productions'];2011-01-23;0.0;96.0;MOVIE
that '70s show;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2005;89.0;Teen;;Topher Grace, Mila Kunis, Ashton Kutcher, Danny Masterson, Laura Prepon, Wilmer Valderrama, Debra Jo Rupp, Kurtwood Smith, Don Stark, Tanya Roberts, Tommy Chong, Lisa Robin Kelly;United States;;2005.0;8 Seasons;TV Comedies;;;;;;;;;;TV Show
heartland;TV-PG;Parental guidance suggested. May not be suitable for all children.;2015;85.0;Parental Guidance;;Amber Marshall, Michelle Morgan, Graham Wardle, Shaun Johnston, Chris Potter, Jessica Amlee, Kerry James, Nathaniel Arcand;Canada;;2017.0;11 Seasons;TV Dramas;8.4;15743.0;;;;;;;;TV Show
switched at birth;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;83.0;Teen;;;;;;;;;;;;;;;;;
hart of dixie;TV-PG;Parental guidance suggested. May not be suitable for all children.;2014;81.0;Parental Guidance;;Rachel Bilson, Jaime King, Cress Williams, Wilson Bethel, Scott Porter, Tim Matheson, Kaitlyn Black, Ross Philips;United States;;2014.0;4 Seasons;TV Comedies, TV Dramas;;;;;;;;;;TV Show
safe haven;PG-13;thematic material involving threatening behavior, and for violence and sexuality;2013;62.0;Teen;;;;;;;;;;28000000;['Romance'];7.598422;['Temple Hill Productions', 'Relativity Media'];2013-02-07;97594140.0;115.0;
the night shift;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;93.0;Teen;;Eoin Macken, Jill Flint, Freddy Rodr├¡guez, Ken Leung, Brendan Fehr, Jeananne Goossen, J.R. Lemon, Robert Bailey Jr., Daniella Alonso, Catharine Pilafas;United States;;2017.0;4 Seasons;TV Dramas;7.5;12069.0;;;;;;;;TV Show
reign;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;79.0;Teen;;Adelaide Kane, Megan Follows, Torrance Coombs, Toby Regbo, Jenessa Grant, Celina Sinden, Caitlin Stasey, Anna Popplewell, Alan Van Sprang, Rossif Sutherland, Jonathan Keltz, Sean Teale, Craig Parker;United States;;2017.0;4 Seasons;TV Dramas;7.5;47751.0;;;;;;;;TV Show
fuller house;TV-G;Suitable for all ages.;2016;90.0;Family;;Candace Cameron Bure, Jodie Sweetin, Andrea Barber, Michael Campion, Elias Harger, Soni Bringas, Dashiell Messitt, Fox Messitt, John Stamos, Bob Saget, Dave Coulier, Lori Loughlin, Scott Weinger, Blake Tuomy-Wilhoit, Dylan Tuomy-Wilhoit, John Brotherton, Juan Pablo Di Pace;United States;;2018.0;4 Seasons;TV Comedies;6.7;27148.0;;;;;;;;TV Show
gilmore girls: a year in the life;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;77.0;Teen;;Lauren Graham, Alexis Bledel, Kelly Bishop, Scott Patterson, Yanic Truesdale, Matt Czuchry, Liza Weil, Milo Ventimiglia, Sean Gunn, Keiko Agena, Rose Abdoo, Melissa McCarthy;United States;November 25, 2016;2016.0;1 Season;TV Comedies, TV Dramas, Teen TV Shows;7.6;36359.0;;;;;;;;TV Show
gabriel lglesias: i???m sorry for what i said when i was hungry;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;84.0;Teen;;;;;;;;;;;;;;;;;
the wedding planner;PG-13;language and some sexual humor;2001;;Teen;;;;;;;;;;35000000;['Comedy'];8.056016;['Columbia Pictures Corporation', 'Intermedia Films', 'Dee Gee Entertainment', 'Tapestry Films', 'Prufrock Pictures', 'IMF Internationale Medien und Film GmbH & Co. Produktions KG'];2001-01-26;94728529.0;103.0;
blow;R;pervasive drug content and language, some violence and sexuality;2001;78.0;Adult;Ted Demme;Johnny Depp, Pen├⌐lope Cruz, Franka Potente, Rachel Griffiths, Paul Reubens, Jordi Moll├á, Cliff Curtis, Miguel Sandoval, Ethan Suplee, Ray Liotta;United States;October 1, 2019;2001.0;123 min;Dramas;7.5;255099.0;53000000;['Crime', 'Drama'];12.332223;['New Line Cinema'];2001-04-04;83282296.0;124.0;Movie
high school musical;TV-G;Suitable for all ages.;2006;64.0;Family;;;;;;;;;;4200000;['Comedy', 'Drama', 'Family', 'Music', 'TV Movie'];10.187478;['Disney Channel'];2006-01-20;0.0;98.0;
bones;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;97.0;Teen;;;;;;;;;;10000000;['Action', 'Horror', 'Thriller'];6.513545;['New Line Cinema'];2001-10-24;7316658.0;96.0;
law & order: special victims unit;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;97.0;Teen;;;;;;;;;;;;;;;;;
ncis;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;97.0;Teen;;Mark Harmon, Michael Weatherly, Pauley Perrette, David McCallum, Sean Murray, Cote de Pablo, Brian Dietzen, Rocky Carroll, Lauren Holly, Sasha Alexander, Joe Spano, Alan Dale, Emily Wickersham, Pancho Demmings;United States;;2017.0;15 Seasons;Crime TV Shows, TV Dramas, TV Mysteries;7.8;141049.0;;;;;;;;TV Show
army wives;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2013;61.0;Teen;;;;;;;;;;;;;;;;;
private practice;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2012;88.0;Teen;;;;;;;;;;;;;;;;;
revenge;TV-PG;Parental guidance suggested. May not be suitable for all children.;2015;84.0;Parental Guidance;;Lalita Panyopas, Saksit Tangtong, Tao Somchai Khemklad, Tack Parunyu Rojanawuttitum, Pongsatorn Jongwilas, Chaleumpol Tikumpornteerawong, Akarin Akaranitimaytharatt, Kanthi Pitithan, Plerng Pollapakk Vacharaponghiran, Kritteera Inpornwijit;;May 2, 2019;2017.0;1 Season;Crime TV Shows, International TV Shows, TV Dramas;;;0;['Thriller', 'Drama', 'Romance', 'Crime'];7.429491;['Columbia Pictures', 'New World Pictures'];1990-02-16;15645616.0;123.0;TV Show
revenge;TV-PG;Parental guidance suggested. May not be suitable for all children.;2015;84.0;Parental Guidance;;Lalita Panyopas, Saksit Tangtong, Tao Somchai Khemklad, Tack Parunyu Rojanawuttitum, Pongsatorn Jongwilas, Chaleumpol Tikumpornteerawong, Akarin Akaranitimaytharatt, Kanthi Pitithan, Plerng Pollapakk Vacharaponghiran, Kritteera Inpornwijit;;May 2, 2019;2017.0;1 Season;Crime TV Shows, International TV Shows, TV Dramas;;;0;['Action', 'Crime', 'Thriller'];0.070329;['Casa de Filme 5'];1978-11-12;0.0;0.0;TV Show
revenge;TV-PG;Parental guidance suggested. May not be suitable for all children.;2015;84.0;Parental Guidance;;Lalita Panyopas, Saksit Tangtong, Tao Somchai Khemklad, Tack Parunyu Rojanawuttitum, Pongsatorn Jongwilas, Chaleumpol Tikumpornteerawong, Akarin Akaranitimaytharatt, Kanthi Pitithan, Plerng Pollapakk Vacharaponghiran, Kritteera Inpornwijit;;May 2, 2019;2017.0;1 Season;Crime TV Shows, International TV Shows, TV Dramas;;;0;['Drama'];0.151977;['Kazakhfilm Studios'];1989-01-01;0.0;100.0;TV Show
scandal;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;92.0;Teen;;Kerry Washington, Columbus Short, Darby Stanchfield, Katie Lowes, Guillermo D├¡az, Joshua Malina, Jeff Perry, Bellamy Young, Tony Goldwyn, Scott Foley;United States;;2018.0;7 Seasons;Crime TV Shows, TV Dramas;;;0;['Drama', 'History', 'Romance'];2.132858;['Miramax Films', 'Palace Pictures', 'British Screen Productions'];1989-03-03;8800000.0;115.0;TV Show
scandal;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;92.0;Teen;;Kerry Washington, Columbus Short, Darby Stanchfield, Katie Lowes, Guillermo D├¡az, Joshua Malina, Jeff Perry, Bellamy Young, Tony Goldwyn, Scott Foley;United States;;2018.0;7 Seasons;Crime TV Shows, TV Dramas;;;0;['Drama'];1.215475;['Shochiku Company', 'Sh├┤chiku Eiga'];1950-04-30;0.0;104.0;TV Show
magic mike;R;pervasive sexual content, brief graphic nudity, language and some drug use;2012;77.0;Adult;;;;;;;;;;7000000;['Drama', 'Comedy'];8.732425;['Extension 765', 'Iron Horse Entertainment (II)'];2012-06-28;167221571.0;110.0;
trouble with the curve;PG-13;Parents strongly cautioned. May be inappropriate for children under 13.;2012;63.0;Teen;;;;;;;;;;0;['Drama', 'Romance'];6.032041;['Malpaso Productions', 'Warner Bros.'];2012-09-21;0.0;111.0;
home;PG;mild action and some rude humor;2015;94.0;Parental Guidance;;;;;;;;6.6;100705.0;0;['Documentary'];6.05028;['Europa Corp.', 'Elz├⌐vir Films', 'France 2 (FR2)'];2009-06-03;0.0;95.0;MOVIE
home;PG;mild action and some rude humor;2015;94.0;Parental Guidance;;;;;;;;6.6;100705.0;0;['Drama'];1.605963;[];2008-10-29;0.0;98.0;MOVIE
home;PG;mild action and some rude humor;2015;94.0;Parental Guidance;;;;;;;;6.6;100705.0;135000000;['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family'];13.422713;['Twentieth Century Fox Film Corporation', 'DreamWorks Animation'];2015-03-18;368871007.0;94.0;MOVIE
home;PG;mild action and some rude humor;2015;94.0;Parental Guidance;;;;;;;;6.6;100705.0;0;[];0.674967;[];2013-11-22;0.0;112.0;MOVIE
home;PG;mild action and some rude humor;2015;94.0;Parental Guidance;;;;;;;;6.6;100705.0;0;['Drama'];0.807773;[];2011-11-03;0.0;127.0;MOVIE
home;PG;mild action and some rude humor;2015;94.0;Parental Guidance;;;;;;;;6.6;100705.0;0;['Horror', 'Drama', 'Family'];0.548523;['A & D Studios'];2016-03-01;0.0;87.0;MOVIE
skin wars;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;69.0;Teen;;Rebecca Romijn, RuPaul, Robin Slonina, Craig Tracy;United States;;2016.0;3 Seasons;Reality TV;;;;;;;;;;TV Show
felipe neto: my life makes no sense;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Diego Pignataro;Felipe Neto;Brazil;March 24, 2017;2017.0;91 min;Stand-Up Comedy;4.4;245.0;;;;;;;;Movie
lost;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2010;98.0;Teen;;;;;;;;;;;;;;;;;
weeds;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2012;85.0;Adult;;Mary-Louise Parker, Hunter Parrish, Alexander Gould, Kevin Nealon, Justin Kirk, Elizabeth Perkins, Allie Grant, Andy Milder, Tonye Patano, Romany Malco;United States;;2012.0;8 Seasons;TV Comedies, TV Dramas;;;0;['Drama'];0.11729;['De Laurentiis Entertainment Group (DEG)', 'Kingsgate Films'];1987-10-16;0.0;115.0;TV Show
the tudors;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2010;;Adult;;Jonathan Rhys Meyers, Henry Cavill, James Frain, Anthony Brophy, Guy Carleton, Sarah Bolger, Natalie Dormer, Max Brown, Nick Dunning, Rod Hallett, Maria Doyle Kennedy, Simon Ward;Ireland, Canada, United States, United Kingdom;;2010.0;4 Seasons;TV Dramas;;;;;;;;;;TV Show
lie to me;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2010;89.0;Teen;;;;;;;;;;;;;;;;;
charmed;TV-PG;Parental guidance suggested. May not be suitable for all children.;2005;90.0;Parental Guidance;;Madeleine Mantock, Sarah Jeffery, Melonie Diaz, Rupert Evans, Ser'Darius Blain, Ellen Tamaki, Charlie Gillespie;United States;May 27, 2019;2019.0;1 Season;TV Dramas, TV Sci-Fi & Fantasy;4.5;16091.0;;;;;;;;TV Show
charmed;TV-PG;Parental guidance suggested. May not be suitable for all children.;2005;90.0;Parental Guidance;;Holly Marie Combs, Alyssa Milano, Brian Krause, Rose McGowan, Shannen Doherty, Dorian Gregory;United States;;2005.0;8 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;4.5;16091.0;;;;;;;;TV Show
white collar;TV-PG;Parental guidance suggested. May not be suitable for all children.;2014;93.0;Parental Guidance;;;;;;;;;;;;;;;;;
house of cards;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;91.0;Adult;;Kevin Spacey, Robin Wright, Kate Mara, Corey Stoll, Sakina Jaffrey, Kristen Connolly, Constance Zimmer, Sebastian Arcelus, Nathan Darrow, Sandrine Holt, Michel Gill, Elizabeth Norment, Mahershala Ali, Reg E. Cathey, Molly Parker, Derek Cecil, Elizabeth Marvel, Kim Dickens, Lars Mikkelsen, Michael Kelly, Joel Kinnaman, Campbell Scott, Patricia Clarkson, Neve Campbell;United States;;2018.0;6 Seasons;TV Dramas, TV Thrillers;8.699999999999998;494092.0;0;['Drama'];4.946028;['Penta Pictures', 'A&M Films'];1993-06-25;0.0;109.0;TV Show
house of cards;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;91.0;Adult;;Kevin Spacey, Robin Wright, Kate Mara, Corey Stoll, Sakina Jaffrey, Kristen Connolly, Constance Zimmer, Sebastian Arcelus, Nathan Darrow, Sandrine Holt, Michel Gill, Elizabeth Norment, Mahershala Ali, Reg E. Cathey, Molly Parker, Derek Cecil, Elizabeth Marvel, Kim Dickens, Lars Mikkelsen, Michael Kelly, Joel Kinnaman, Campbell Scott, Patricia Clarkson, Neve Campbell;United States;;2018.0;6 Seasons;TV Dramas, TV Thrillers;8.699999999999998;494092.0;0;['Drama', 'Thriller'];0.332318;[];1968-09-16;0.0;105.0;TV Show
the killing;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2014;73.0;Teen;;;;;;;;;;320000;['Drama', 'Action', 'Thriller', 'Crime'];10.223264;['United Artists', 'Harris-Kubrick Productions'];1956-05-08;0.0;85.0;
unconditional;PG-13;some violent content and mature thematic elements;2012;;Teen;;;;;;;;;;2000000;['Drama'];7.536984;['Harbinger Media Partners'];2012-09-21;0.0;92.0;
the blacklist;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;96.0;Teen;;James Spader, Megan Boone, Diego Klattenhoff, Ryan Eggold, Harry Lennix, Amir Arison, Hisham Tawfiq, Mozhan Marn├▓;United States;;2019.0;6 Seasons;Crime TV Shows, TV Dramas, TV Thrillers;8.0;238138.0;;;;;;;;TV Show
the fosters;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;73.0;Teen;;Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon;United States;;2017.0;5 Seasons;TV Dramas;;;;;;;;;;TV Show
witches of east end;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2014;;Teen;;;;;;;;;;;;;;;;;
bitten;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;56.0;Adult;;Laura Vandervoort, Greyston Holt, Greg Bryk, Steve Lund, Paul Greene, Michael Xavier, Genelle Williams;Canada;;2016.0;3 Seasons;International TV Shows, TV Dramas, TV Horror;;;0;['Comedy', 'Horror'];3.580087;['Once Bitten Films'];2008-06-29;0.0;89.0;TV Show
london has fallen;R;strong violence and language throughout;2016;96.0;Adult;;;;;;;;5.9;155997.0;60000000;['Action', 'Crime', 'Thriller'];15.037993;['Millennium Films', 'LHF Film', 'Gerard Butler Alan Siegel Entertainment', 'Nu Boyana Film Studios'];2016-03-02;205754447.0;99.0;MOVIE
marvel's jessica jones;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2015;83.0;Adult;;Krysten Ritter, David Tennant, Rachael Taylor, Mike Colter, Carrie-Anne Moss, Eka Darville, Erin Moriarty, Wil Traval, Susie Abromeit;United States;;2019.0;3 Seasons;Crime TV Shows, TV Action & Adventure, TV Dramas;;;;;;;;;;TV Show
bloodline;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;Kyle Chandler, Ben Mendelsohn, Sissy Spacek, Linda Cardellini, Norbert Leo Butz, Jacinda Barrett, Jamie McShane, John Leguizamo, Enrique Murciano, Sam Shepard, Chlo├½ Sevigny, Andrea Riseborough, Beau Bridges, Taylor Rouviere, Owen Teague, Brandon Larracuente;United States;;2017.0;3 Seasons;TV Dramas, TV Mysteries, TV Thrillers;7.9;50028.0;700000;['Horror'];0.061137;[];2011-12-09;0.0;92.0;TV Show
bloodline;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;Kyle Chandler, Ben Mendelsohn, Sissy Spacek, Linda Cardellini, Norbert Leo Butz, Jacinda Barrett, Jamie McShane, John Leguizamo, Enrique Murciano, Sam Shepard, Chlo├½ Sevigny, Andrea Riseborough, Beau Bridges, Taylor Rouviere, Owen Teague, Brandon Larracuente;United States;;2017.0;3 Seasons;TV Dramas, TV Mysteries, TV Thrillers;7.9;50028.0;0;['Crime', 'Thriller'];2.493634;[];1979-01-01;0.0;116.0;TV Show
velvet;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;Carlos Sedes;Paula Echevarr├¡a, Miguel ├üngel Silvestre, Aitana S├ínchez-Gij├│n, Manuela Velasco, Manuela Vell├⌐s, Marta Hazas, Javier Rey, Maxi Iglesias, Cecilia Freire, Adri├ín Lastra, Miriam Giovanelli, Natalia Mill├ín, Jos├⌐ Sacrist├ín, Ingrid Rubio, Peter Vives, Lloren├º Gonz├ílez, ├üngela Molina, Pastora Vega;Spain;;2016.0;4 Seasons;International TV Shows, Romantic TV Shows, Spanish-Language TV Shows;8.1;6018.0;;;;;;;;TV Show
the crown;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;84.0;Adult;;Claire Foy, John Lithgow, Matt Smith, Vanessa Kirby, Jared Harris, Victoria Hamilton, Eileen Atkins, Jeremy Northam, Alex Jennings, Ben Miles, Pip Torrens, Will Keen, Harry Hadden-Paton, Daniel Ings, Greg Wise, Harriet Walter, Lia Williams, Matthew Goode, Anton Lesser;United Kingdom, United States;;2019.0;3 Seasons;British TV Shows, International TV Shows, TV Dramas;8.699999999999998;190878.0;;;;;;;;TV Show
kurt seyit & sura;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2014;;Teen;;K─▒van├º Tatl─▒tu─ƒ, Farah Zeynep Abdullah, Fahriye Evcen, Ushan ├çak─▒r, Birkan Sokullu;Turkey;December 26, 2016;2014.0;1 Season;International TV Shows, Romantic TV Shows, TV Dramas;;;;;;;;;;TV Show
the returned;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;;Teen;;Anne Cosigny, Fr├⌐d├⌐ric Pierrot, Clotilde Hesme, C├⌐line Sallette, Samir Guesmi, Guillaume Gouix, Jean-Francois Sivadier, Alix Poisson, Jenna Thiam, Gr├⌐gory Gadebois, Pierre Perrier, Yara Pilartz, Swann Nambotin, Ana Girardot, Brune Martin, Bertrand Constant, Matila Malliarakis, Constance Doll├⌐, Laetitia de Fombelle, Simon Ehrlacher, Vincent Trouilleux, J├⌐r├┤me Kircher, Guillaume Marquet, Alma Arnal, Julien Bourdel, Fran├ºois Briault, Gilles Chabrier, Aksel Ustun, Alain Blazquez;France;February 17, 2019;2015.0;1 Season;International TV Shows, TV Dramas, TV Horror;;;0;['Horror', 'Thriller', 'Drama'];4.761441;['Castelao Producciones'];2013-11-15;0.0;98.0;TV Show
the girl in the book;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2015;;Adult;;;;;;;;;;0;['Drama'];3.28083;['Varient Busted Buggy Entertainmen'];2015-06-13;0.0;86.0;
quantico;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;88.0;Teen;;Priyanka Chopra, Josh Hopkins, Jake McLaughlin, Aunjanue Ellis, Yasmine Al Massri, Johanna Braddy, Tate Ellington, Graham Rogers, Anabelle Acosta, Russell Tovey, Blair Underwood, Pearl Thusi;United States;;2018.0;3 Seasons;Crime TV Shows, TV Dramas, TV Mysteries;6.6;60305.0;;;;;;;;TV Show
100 metros;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;;;;;;;;;;;;;;;;
dexter;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2013;95.0;Adult;;Michael C. Hall, Jennifer Carpenter, David Zayas, James Remar, C.S. Lee, Lauren V├⌐lez, Desmond Harrington, Julie Benz, Christina Robinson, Geoff Pierson;United States;;2013.0;8 Seasons;Crime TV Shows, TV Dramas, TV Mysteries;;;;;;;;;;TV Show
leverage;TV-PG;Parental guidance suggested. May not be suitable for all children.;2012;86.0;Parental Guidance;;;;;;;;;;;;;;;;;
burn notice;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2013;85.0;Teen;;;;;;;;;;;;;;;;;
luther;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;69.0;Teen;;;;;;;;;;0;['Drama', 'History'];7.182909;['Eikon Film'];2003-10-29;0.0;123.0;
luther;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;69.0;Teen;;;;;;;;;;0;['Drama'];1.170857;[];1974-01-21;0.0;110.0;
hawaii five-0;TV-14;dialogue, language, sexual situations and violence;2016;96.0;Teen;;;;;;;;;;;;;;;;;
last man standing;TV-PG;Parental guidance suggested. May not be suitable for all children.;2015;97.0;Parental Guidance;;;;;;;;;;67000000;['Action', 'Crime', 'Drama', 'Thriller'];11.845918;['New Line Cinema', 'Metropolitan Filmexport'];1996-09-20;47267001.0;101.0;
last man standing;TV-PG;Parental guidance suggested. May not be suitable for all children.;2015;97.0;Parental Guidance;;;;;;;;;;0;['Drama', 'Action', 'Thriller'];0.185515;['Sony Pictures Television', 'Valhalla Motion Pictures'];2011-06-07;0.0;84.0;
person of interest;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;93.0;Teen;;Jim Caviezel, Michael Emerson, Taraji P. Henson, Kevin Chapman, Sarah Shahi, Amy Acker;United States;;2016.0;5 Seasons;Crime TV Shows, TV Action & Adventure, TV Dramas;;;;;;;;;;TV Show
touch;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2012;68.0;Teen;;;;;;;;;;0;['Action', 'Comedy', 'Drama', 'Foreign', 'Romance'];0.455272;['United Artists'];1997-02-14;0.0;96.0;
breakout kings;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2012;88.0;Teen;;;;;;;;;;;;;;;;;
the following;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;;Teen;;;;;;;;;;;;;;;;;
drugs, inc.;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;;Teen;;Mike Secher;United States;March 23, 2019;2015.0;1 Season;Crime TV Shows, Docuseries;;;;;;;;;;TV Show
